Sentiment,Text
1,@BurnAllZombies I hera it's a killer game. it actually KILLED @carlos_adama's Xbox 
0,@BurnAllZombies I nearly got them - and then ticketmaster fucked it up. 
0,@Burnaway I don't have a job yet 
1,@burnbay sweet.. have a taste for the BBQ now .. so need to keep that 
1,"@burnbright g'night, hon!!! happy fic reading tomorrow "
0,@burnflare I've already list mY hair... 
0,@burnflare you have 11 pages? I've just 6 and finding it hard to manage them 
0,"@burnhalomusic it sucks i cant see you guys when you come back to johnson city, tn because you have to be 18.  i was looking foward to it."
0,"@burning_tree No &quot;kitty web cam&quot;; may never know. Prolly Null chased Uno up a shelf and fell down, smacking head and side in the process. "
0,"@burninggoats woah woah, there's an actual contest!? i just thought people liked to promote them  and, is that an..aerosmith hoodie i see?"
1,@bravoranwell more tea will solve that 
0,@BravoTV NOOO real housewives of atlanta is awful 
1,@bravoyankee you just type stuff... i think.  Still trying to work it out.   Me wonders if there is a &quot;Video Guide&quot;... hmmmm.....
1,@Bravstar Hahah its a good quote    And I've never heard about that movie ) I live under a rock. Is it any good?
1,@Bravstar: Hahah that's sweet 
0,@brawls I would love too. I am afraid I could not make it without @lorileinard. 
1,@brawngp_fanblog  anything u can do...
0,"@brawngp_fanblog  I don't like Max, Bernie, or  budget capped-dumbed down-free for all #F1, but  a break away doesn't feel like good news "
0,@brawngp_fanblog AAAAAAAAAAARGGGGGGGGGGGHHHHHHHHH! Just when I'd purged that image from my mind! 
1,@brawngp_fanblog I was thinking more that FOTA become governing body  #maxout
1,@brawnx Ohhhh...Well everything else was really good too 
1,@braxiatel - haha don't worry i wont!  you continue your twice a week tweets :p
1,@BrazenDesign I can see that you are a spectacular candidate for All Caps Fridays. Can't wait till tomorrow 
0,@BrazenDesign that was what happend to me and why I ended up switching  so sorry
1,@BrazenDesign very cool! What a great gift! Adding... 
0,@brazenone u know yer spellin my twit name wrong. some fool took my name lordofbeer so I had to take lordObeer 
0,"@brazenone ya, but it still hurts to hear her cry "
1,@BrazilDood It is so good! Report back! 
1,@brazilian_angel dang! But that might be for a while. Don't they have twitter  lol that way we could plan a meeting!
1,@brazilian_angel i would have helped you with that but you know i barely know you 
1,@brazilian_angel networkin website for business ? Join www.myvinci.net !!! 
0,@brazilianmami7 if good pussy do dat den I neva had it 
1,@BrazilianPeel Thank you so much!! It's a great system and I love it!! Have a super night!!  Hugs!
1,@BrazilianWNs I second that !!! DC where r u? 
1,@BrazilianWNs Thank you so much for your help!!! 
1,@Brazilionaire hah told you soo.  im glad you liked it.
0,@BrazillofBLAK grrrr that sucks  -tear-
1,@BrazillofBLAK Hey hey that was an affectionate &quot;Punks&quot; I'm like you're older sis now 
0,@brazz18 wow.. you really hate being in georgia! i feel bad for you  your friends and your gf are all in la aren't they? poor you :/
0,@BrbiK I happy the princess is ok! I sure you had a stressful night 
1,@brcphoto i can't complain!  hawaii is almost like oklahoma....you're not missing much   i'll have to check about aug. 15th.
0,@brdlyleon yeah I have sats Saturday too  but I'm just trying to study
1,"@bre1089 why limit your story to 140 ch. Tell all what is annoying you at www.iamsoannoyed.com ,it will help relieve your stress "
1,"@bre1331 also true  and i do less work, AND don't absolutely hate my job"
0,"@breadandbadger oh I miss the smell of rain, it rarely rains here in Los Angeles "
0,@breadroad hailun HEmoni! you grandmama! (: wht's all those kr words! hmph! i think ur kr is better than mine alr. 
1,@burninghat Pour s�r 
1,@burningman thanks for the link. this is my first year there  greetings from germany!
0,@burningsound but that's kind of iffy for me too because my internet is up and down because of the weather too 
0,"@burningsteady If I weren't finishing an assignment for E, I would. "
0,"@BurninUp4UBabyy  I really wanna go see Miley, but since I'm already going to see Demi....  but who knows... maybe! "
1,"@BurninUp4UBabyy nice, T, nice. lol wait, do u mean like u were dancing like Adam when he performed the song on American Idol? hahahaa "
0,@BurninUp4UBabyy why are you depressed? 
1,@burns think of it as an abstraction that refers to the deep structures we might use to reconfigure our cities 
0,@burnsclean aww... someone's got a case of the gays 
1,@burntar we won 10-2!  Next game is tomorrow night at 6.  SEC better dominate! 
1,"@burntbroccoli weellll, i used to fit that description... interested in your theory, and where you might know me from, you never know... "
0,"@BurntCaramel I used to throw at least one party every year, but we've been ...partyless a couple of years now... "
1,@burntees. I just sold 4 shirts for you at full commission  Sweet  I would have sent it in a DM but you aren't following me 
1,@burnthatbox Thank you 
0,@burpcola when my career isn't going the way I want I tend to lose myself in working out. seems like neither is a happy place for u 
1,@Burpfish privacy`s overrated 
1,"@burr_urie hahaha i'm sure he like, made the magazine. or something. he was all too eager to display it "
1,@Burre83 Here you have: http://post.ly/hTZ http://post.ly/hTb Looks blue in the pics though but it's purple in real life 
0,@BurritoBandita yay i'm glad she's looking more ferret like again!  and boo for speeding ticket 
1,"@burritolingus Awesome.  I'm working my way through FF7 just now, but I can  imagine what the variety of character in FF6 would produce. "
0,@burrrbank @acorns_lamppost Lanterns! ooooooh asian foooood. I'm hungry now  itunes store is bad for the wallet very very bad
0,@burrrbank Ian go byebye  gonna go create the Ian Crawford Experience
0,"@bursaar   that wasnt nice , all i was doin was doing was respondin to what i think is cool sheesh!"
0,@bursaar Good for me. I haven't gone to bed... 
0,@burstingenergy i was invited to see that today but i had to work 
1,@burstingenergy Just do NOT let on how very accurately she has poised such the opinion! 5 is a fantastic age! #wonkavision 
1,"@burstoid i know, so strange. it's probably just me. i'm using vista and google chrome "
1,"@Burto1980 I made soup, you want some sexy? "
1,@burtonsimmons nope! I was in Medford. A thriving metropolis known for it's elderly drivers! 
1,"@burtonski Omg, those guys were awesome  :L"
1,"@burtymagee and i went to the soundcheck thing, and the only new songs were turn right and poision ivy, and i didn't listen to those. "
0,@buryuntime What one site? What's the  for?
0,@BUS142 I can't reach the remote 
0,"@BusaBusss I love you man, but you used to pick some waaaay better beats "
0,"@BreadSU09 see thats the smart thing to do , me i just leave it in the kitchen ! a new box too . got it last night i wake up and its done "
1,@breagrant  Twitter was right 
1,"@breagrant Dont shoot in Vancouver, then. "
1,@breagrant Have a great day! Stay safe in whatever you do! 
1,@breagrant I hear ya can't get through my day without my fix of the daily show! 
1,@breagrant mmmmm I love American pancakes! Can't wait to try them when I'm in Washington next week. So are Austin pancakes better? LOL 
0,@breagrant that's what happening right now in perth australia 
0,@breakawaychick do u have body language by heidi? i don't have mine anymore 
0,@BreakDancingAmy  im sry...btw wut every happend to grapes?
1,"@BreakfastatSaks have a deelish pastry and some good caffino in the a.m. ... at Tiffanys's, Saks, or wherever you may roam "
1,@BreakfastNews anything u need to know regarding news of the day 
0,@BreakfastNews I think it has already been written.... 
0,"@breakfastt Thanks for calling me a pansy.  It's not that I'm afraid of thunder, it's that I'm afraid of getting struck by lightning."
1,@breaking_habits Your swimming pool rules 
1,@breakingglass27 What's going onnnnnn? 
0,@BreakingNews @BreakingNews That sucks... 
0,@BreakingNews 4 dead in DC Metro accident. 
1,@BreakingNews will they be doing their 5 for 5 still? 
1,"@BreakingNewsOff Boy,I`m hungrey now  but not ungover....ok this weekend I try it "
0,@breakintheweb No.. it scares me 
0,@BreaksDiva  I miss you too
1,@breaksk8tyson the book is a lil better more imagination to think bout 
0,@BreakTheirBones Why    ?
1,@BreakThruGuy Hey sweetness! Good day to YOU my friend. Thank you. I will make sure I have fun today. You do the same hon. 
1,"@BreakThruGuy LOL, yes..but I always feel it can snow any time of the year here. LOL  Wisdom from many cultures-me, here "
0,"@breakxaway das bremst mich so, unglaublich "
0,"@breanaphillips i am so jealous of you, i want it on dvd "
1,@Breann_nicole yay post ur cap and gown pic 
0,"@BreannaGaddie During those hours unfortunately  I will only be able to go for a couple of hours in the afternoon, b/c NKOTB is Sat!"
1,@breannamreina  @faithgoddess7  @muttleylax  Thank you so much 4 the #followfriday  endorsements! U folks R awesome! Cheers!  
1,@breannamreina oh breanna I love your new av! so fitting for spring! And I love your hair color  thanks for the #FF every week! muah!
1,@breannaroseriot I love you too. 
0,"@BreannaThomas Can't get tweets to the mobile in China   I saw Bernie will visit, tell him I said hello."
0,@breanne19 @natalieeie @kdegandi i work the 4th of july and dont know how ill get it off 
0,@breannnna i have a really bad sore throat. 
1,@breannuhh @joy_ there goin to the finals for sure! 
0,@Breasy905 @imdabest920 @Amaziing_A @N0R3 @FabAllie where are u guys???!!!! 
1,@breathe_in oh that now i get ya ;) i thought i offended you or something lol sorry 
1,@breatheheavycom bon appetit 
1,"@AndrewBravener thats definitely NOT my hand writing. i didn't write it, or put it under your door or anything "
0,@andrewbsims @elisalovorn your haikus don't show up in the trending topics b/c your tweets are on private 
1,@AndrewBucholtz A short article of course.  No sense in prattling on 
1,@andrewbuxton Oh thank you for looking. 
1,@andrewbuxton thanks...she's a lovely model and friend so we should have alot of fun 
1,"@andrewcamp I can't imagine which. Our music tastes are pretty dissimilar, my friend (emphasis on &quot;friend.&quot;) "
0,"@andrewcardwell Doc has done three injections over years but that didnt help, neither has acupuncture, chiropractor or anti-inflamatories "
1,"@andrewcareaga Sha-nazzy new avatar, sir! Woo! "
1,@andrewchet I'm stoked to see you too.  no she isn't... we're not friends.
1,@andrewckey but in all seriousness 
1,@andrewconnell I think that's the first time I've seen someone retweet themselves. 
0,@andrewcrawshaw There should have been a warning on that link  very sad but incredible of Pixar
1,@AndrewDearling *blushes* I'm ex directory 
1,@AndrewDearling *yawns* 
0,@AndrewDearling :o And I missed it? And I'll miss the rpt 2mrw  Oh well there's youtube sunday I guess. Thanks Andrew 
1,@AndrewDearling Do u just love Twitter. My timeline is always littered with ur crap 
1,"@AndrewDearling feeling a bit better, thanks  everythings been sorted tomorrow..i think, no one came yesterday we phone the council.."
1,"@AndrewDearling Hi Andrew, it's just saying This video is processing. It will be ready for viewing soon. So try again in a bit "
1,"@andrewdearling http://twitpic.com/6kh30 - &quot;That's my hedge&quot; Haha, couldn't resist that. @schofe is a legend "
1,@andrewdearling http://twitpic.com/6v2qy - caaa-uuuuute 
1,@AndrewDearling it can sometimes put a more interesting spin on things 
1,@AndrewDearling Loved your T4 snipets - U&amp; Mark could not be more different if you tried!! Lol 
1,@Andrewdearling oh is there ?? when macs came back i was like how gd even though u said he was coming bk 
1,@AndrewDearling sounds very similar to my day andrew. im quite relaxed 
1,@AndrewDearling Spotify is AWESOME!!  I'm loving the playlist aussi
0,@AndrewDearling that's an amazing idea. except it's almost 2am and nowhere is open for pizza in my area. 
0,@AndrewDemey sad day  I miss wine nights so much!
1,@andrewdisley @patrick_h_lauke Sefton Park in Liverpool would be good... and 200m down the road from me 
1,@andrewdisley Excellant - where you off to? I just got back from an extended weekend in Dublin  Great place 
0,@andrewdisley now way! Dead pixels are a bugger! 
1,@andrewdoll Saw it this afternoon    Did you stay through the credits for the 'secret ending' of Wolverine?
1,@andreweastgate yes it can play games if I install windows 
1,"@AndrewEddie ::Breaking out the champaign::  Thanks for the clarification, this is a BIG one for complex site usability."
1,@andrewemmett Heck yes.  Listening to him and Dean Martin right now. It's sooo great.
1,@breatheheavycom congratulations  5 years and still britneys biggest fan keeps going lol
1,@breatheheavycom happy birthday to breatheheavy! 
0,@breathein26 Oh Cindy.... 
0,@breatheintome I think that girls these days grow up too fast 
1,@breatheitin cool  which part of the world r u living?
1,@breatheitin u got sum nice pics girl 
0,"@Breathemusic27 i hope you arent talking to me, because heather cant text. Sorry. "
0,@Breathemusic27 i would except it is a church trip.  come with me next year!
0,"@BreatheSuccexy Good, but not as good as I hoped "
1,@breatheyoga Sounds like you enjoyed the concert  I'll give you a call tonight to chat.
0,@breathofreshair OMG. I don't think I'll be here 
0,@BreBaby143 and Im thinking the closest i'll get to them is 4th row in Indy no 5* for me 
0,@BreBabyIzBadd i see that 
0,@BreBabyIzBadd ummmm tell him I said hi I guess  I'm sad now
0,@brechtje Ik krijg deze melding &quot;Sorry you are not a member of the group you are trying to access.&quot; 
1,@breckrealtor well count me in on that celebration 
1,@Bree_101 haha im watching the Logies toooo 
0,@Bree_89 awwwwwwwwwww no this town will feel empty without you 
0,@Bree_89 omg one of the followers I got to follow u stopped following me and kept following you. 
0,@Bree_Fero Yeah..Sorry girl!  I was like eww..no! &amp; im sad we wont get to see each other tomorrow..next week we should have coffee! hehe
1,@Bree253 haha gotta love waiters who don't care if you drink all of your moms ginormous margerita 
0,@BreeanaBustos yumm i love pie!! and you! i really want a cam phone but my upgrades in 10 months... and the phone i want is 400 w/out one 
1,@breeannarose hahaha ohh okay thanks for clearing that up 
0,"@BREEawNUHH, Oh that's me. "
0,"@BREEawNUHH, You penis. "
0,@Breebreemarie ohhh. That would explain a lot 
0,"@BreeDarling  Woof, woof....woof arf woof ork woof Mucinex.  -that was &quot;bark&quot; for  I'm sorry baby I hope you feel better after the Mucinex"
1,@breedimetria Go on girl PREACH let these men know what women like.. 
1,@breedimetria how was ur date last night? u wish it was me huh 
0,@breedimetria I feel you I have a third eye right now and right before I go see foreign boys 
1,@Breedimetria same as ATL shawty.  5:57 am
0,@breeeezy one of those days. 
0,@Breeezzie That's ass.  If you want to talk about it you can text me.
0,@breegeek on phone @ work...can't view it 
0,"@breegladd i love you more babycakes. even though you and lindsay both have boyfriends now, so i'm the stupid single one! all alone 4evaz "
1,"@Breelee11 SWORE!: @ManBehindClouds LOL when you get drunk you sound like Yoda. Today, feel like shit you will. "
0,@BreeLovesIt I wanna come!!! Too bad I live not in California haha. Imdbjb reunion at dland! @LauraSauruss I wanna go too! 
0,@BreeLovesIt I wanna go to CALI 
0,@breemarie19 but but but but  MARK YOU HAVE TO SHARE DOODE!
1,@BreeMe more time to play with you BlackBerry then 
1,"@andrewfaith take me , i m free "
1,@andrewfallon...haha..true. did you see all of the split action on the patio? I would be excited if it weren't too easy. 
0,@andrewfarr WTF??  what's going on? OMG! what type of whale are they? 
0,@andrewfasano Why are you at school? 
0,@AndrewFyfe Constitution is too long a word to write.. I'm going insane from NOT studying.. :S Freaking myself out 
0,@andrewgalka Sorry to hear  - When I bingled my car they had it for a whole month :|
1,"@andrewgdotcom i was a chemist and talked my way in!  took a quantum theory module and got hooked, wish i'd done biochem now lol"
1,@andrewghayes - g'mornin' to you  wow..its really summer here now !
1,@andrewghayes - good morning to you  How are you today ?
1,@andrewghayes don't mind if I do. 
1,@andrewghayes I had some lovely spare ribs actually but I think a home made pizza will feature some time this week 
1,@andrewghayes You're welcome honeypie 
1,"@Andrewgoldstein hmm hard choice. You totally want to pick me up on your way to seattle though, right? So I can see y'all "
1,@andrewgoldstein http://twitpic.com/7i8xd - haha now you should get one of those beer boots 
1,@Andrewgoldstein I loveeeeeee the new album! I can't wait to officially have it 
0,@Andrewgoldstein you ever going to play a cool show in jersey? 
1,@Andrewgoldstein you guys were amazing!! look forward to seeing you again. congrats on the new record. 
1,"@AndrewGrill yeah, small and annoying  I should learn to log out really "
0,@AndrewHagiwara dude i'm sorry but it's hard when your phone doesn't work  i don't get text updates on my phone. sowwwwwwy!
0,@AndrewHagiwara Naruto is so good  I've watched a little just because I've passed by it in TV. Gundam looks scary
1,@AndrewHansen1 I'm using twitter to get a hold of your ass. Twitter! Ugh! Hit me up on Skype - it's wordpress related yo. 
1,"@AndrewHansen1 Thanks Andrew! It hasn't yet been published, but looking forward to it "
1,@andrewhellmich ta 
0,"@andrewho why would u get in trouble with me, i did not follow the logic sorry "
1,@andrewhoyes this morning was unreal! God's so good and you were awesome! Can't wait for tonight 
1,@andrewhuntre awwwh you're so kind  how's your friday going so far?
1,@andrewhuntre great song 
0,"@andrewhuntre Just looked up The Industry. Looks funny, clever. One review likened it to The Newsroom which I loved! Discontinued tho "
0,@andrewhuntre Only once for me 
1,@andrewhuntre That would be quite a workout 
0,@andrewhuntre wasn't able to perform - was thrown in the big house again 
0,@andrewhuntre You're British? From where? I'm just catching up and finding I'm VERY behind on things  That's a great idea.
1,@andrewhyde Glad to hear! Congratulations  So is 8800 ft. higher than Boulder?
1,"@andrewhyde heard you were GF and in Boulder, from someone on twitter; hi there "
0,@andrewin3d I completely feel your pain  angels&amp;kings&lt;3.
1,"@andrewismyname   just so you know, we can hear everything you are saying right now. these tent walls aren't thick "
1,@busaco Great image in the first. 
0,"@busch18baby Awww Im sorry..   it will get better, I SWEAR..  not til you get older, but it will get better.. MWAH!!"
1,@bush72 thanks for trying to check my id tonight. 
1,"@bushmr haha, biggest innovation this year seems to be increased ownership of the letter &quot;v&quot; "
0,"@business_design Congratulations!! Sorry to hear there are printing mistakes  but luckily it's the &quot;soft&quot; launch, that's what it's for! ;)"
0,@businesscrazy  They're getting monopolistic 
1,"@businessgeeks, @raymondselda, @peanutbuttercup - Covered something, guess what it was. Haha "
0,@buskizzle you don't know that? Really? 
0,"@bustalkmag SCA IL Forecast for Thurs: 50% chance of storms, could be severe. high 90. heat index 95-100. bad news: no cool down fri/sat "
1,@bustersdad kitteh!  Good luck 
0,@BusTheProducer yea no one was talking to me LOL  
1,@BusTheProducer yep you look like you was on fire and you tried to put it out 
1,@bustxamovex PS - did you see the segment during his first show where he was running? There was a clip of him running in eville 
1,"@bustyb73 Coffee, two sugars and not a lot of milk, please  x"
1,@bustyb73 Good!! Letting sun get a little lower as its murderous but nice outside!! Then going for walk with dogsies! 
1,"@bustyb73 hello there, havin a good day? "
1,@bustyb73 how you today? 
0,"@bustyb73 Would love to, but have to go outside now. "
1,@bustybettyboop just so u know...AFF suspended your account for spam   &quot;Affiliate Suspended &quot;
1,@bustyrachel thankkkkkkkk you rachel  you are the bestest kisses xoxoxoxo
0,@bustyrockets Farewell.... We'll miss ya.... 
1,@bustyrockets ha ha u are potty! U know what wouldn't it be awful if you died in the living room 
1,"@bustyrockets I'm good, still finishing up my move. Lol, my hair's not longer, bit shorter actually "
0,@bustyrockets really? well i would try find it... but it was AGES ago so would take forever... soz!  x
1,@bustyrockets You're tied with @wossy's wife for # of votes right now 
1,@busyasabeemom: nothing love  ily!
1,@BusyBeads Ha ha. Doggie telepathy I think. 
0,"@busybeeblogger Oh I know, I need a Hank too "
1,"@busybeeblogger Yes, you can. They are really easy to take care of. "
1,"@busyinamsterdam Oh yes I know, it just made me laugh "
1,@busylizzie71 morning! Have a great day 
0,"@Busymom  .....DM me store deets, let's try to figure this out."
0,"@Busymom LMAO, my son not 2 minutes ago asked if we had anymore brownies made me want one too, but we are all out "
0,"@Busymom That's what I try to do as well, but work has ruined my ability to sleep in any more.  "
1,"@Busymom What your favorite color is and why, what might have influenced it, and how that's affected your life / decorating / everything. "
0,"@Busymom yes, google reader is down and so is gmail "
1,@busymommaval LoL MMB... I remember that place   I was only convinced to get twitter recently *cough* @retta719 *cough*
1,"@busymommaval Val - saw your &quot;shout out&quot; for tweets you always look for. Yeah,...I made the list!!   Back at ya - I'm always look for you"
1,@BreeOlson9 Congrats love.... U Deserve it.. 
1,@BreeOlson9 hardy har-har. That was actally very funny 
1,@BreeOlson9 http://www.twitpic.com/6ajsk. In case u like keeping fan pics or wondered how it came out. 
0,@BreeOlson9 I do but I never get any replies lol 
1,@BreeOlson9 I see your date is showing you a good time    Still want a stripper picture 
0,@Breesha that's mean 
1,@breesmom222 Okay! Talk to you later! 
0,@BreeSymone nooooooooooooooo!!!!!!!  i feel so shattered now! *i know that sounds selfish* i still love you tho!
1,@BreeSymone: i will never think of you the same. You perv! Lol j/k 
0,@breethevampire i'm so sorry bree 
1,@breevez welcome to twitter black girl 
1,@BreezeandSP YOUR THE HIP AND IM YA HOP 
0,@breezefloetry i dont have a facebook...  but im from philly... u?
1,@breezesblue  We're happy to have you as a UofL parent!    Let us know if you have any questions.
0,@breeziebri yea &amp; y I fell back asleep! 
1,@breeziegee i watched that today. Not bad...justin long is cute though. 
0,@breezy_star OHH WELL IDK THAT AND ID O NOT LIKE RIHANNA SO SHE IS NOTHING TO ME  SORRY 
0,@Breezy0408 I'm sick don't sass me!  
0,@breezyballababe im failing math and I need to pass or i wont graduate. 
0,@breezyballababe oh awwwww dats how ima feel in 2 weeks.  i wish i wuz graduating wit u guys.
0,@breezyfeen you &amp; me both 
1,@breezyscott1 hopefully you will be soon! &lt;3 you 
0,@breezzer thats the song that makes me think of him... 
1,@bregehrken I actually went a full year without ANY type of cable. It can be done. 
0,@breglez i cant see what the paper says 
0,@brelee124 rofl! yeah i certainly hope not 
0,@Bren_311  i'm sorry you had a bad day.
0,"@Bren_311 Awwww *hugs* I think you had a lot of people rooting for you, love.  I'm so sorry."
1,"@brenarcher fucking win. Right there. #spaceaids is a serious issue, but it brings the #chuckles "
1,@brenblackburn Good afternoon sunshine! 
1,@brenbren0407 im at home now 
0,@BRENCALDERON i want to meet my nephew so bad! 
1,@brenda_song I'm one of those followers 
1,@brenda188 LOL I do that same thing! So funny! 
1,@brenda5316 Thanks for the #FF! That was awesome of you 
1,@BrendaBby Never mind. I think I understand your last post. You raging homo. 
1,@BrendaBea http://twitpic.com/6g4ds - LOL F*&amp;k your couch!!!! 
1,@BrendaBea I was born in Carmel in CA...at a hospital called CHOMP 
1,"@BrendaBerg We got both chairs in Cherry color, but DD has a red one, and DS got a blue one.  Mommy got to pick "
1,@brendabethman I knew I could count on you 
1,@brendabloom almost.. They're praying.  I'm out though!  Chillin in my car waiting for leti and Alfredo.  parents are in Chicago.
0,@brendaboo all those products you have posted don't have direct links to them 
1,"@Brendacopeland  Love mossy green--yrs looks v. pretty &amp; calm, forest-y. Spacious! In NYC? Lucky!    (We're in East Village)"
0,@andrewjhawkins but u work for Kyle don't u ! No days off for 
0,@andrewjpan @justinkoh @bytebot its not a public holiday tomorrow guys. 
0,@andrewjpan i cant i'm at work lah! cant tk a nap 
0,"@AndrewJParker Tibia or fibula? Either way, ouch  Get well soon Jenna &lt;3"
0,@Andrewkbmx dood me too 
1,@AndrewKelsall  Great - I'll be watching for it 
0,@andrewkew  it suggests that... that.. .... *attemps to curl up in a fetal position but is too inflated to do so*
0,@andrewkew Great. Wtf will I do NOW  ahhah. NEXT WEEK THEN!
0,@andrewkew no much  being a loser at home on friday night. You?
1,@andrewkjs i think it's ok.... i personally think it only pales in comparison because of microsoft's huge announcement 
1,"@AndrewKungPhoto workin on it, the new mix is blazin! "
1,@andrewlin mentioned you to several people today at econaffinity in NY. You might get some random intro's over next couple wks. 
0,"@andrewlowson sunburn, thinking, the usual. it's pretty bad times, but my room's pitch black. shame the cats are up "
0,@andrewlynn driven thru there but that's it 
0,@AndrewM138 absolutely man...very disheartening... 
1,"@AndrewM138 i konw when it's due... but i had to have it done by yesterday, because i have three other things due... geddit? "
1,"@andrewmaier thanks for your Webjam review, it's appreciated a lot! "
0,@andrewmcphee no TGIF! I work Saturday! 
1,@andrewmeyer1 follow me back!! 
1,@andrewmilton ...not nearly long enough.  Need at least 20 hours! 
0,@andrewmilton a vanishingly small fraction of the cost to me of a new iPhone which is around 500 quid 
1,@andrewmilton In this heat-you must be mad! 
1,@andrewmilton wow i see you left a barbershop pun on both my facebook and twitter 
0,"@andrewmoore24 I'm living it Salt Lake City, Utah...  "
1,"@andrewmoore24 JPEG,so i can upload it easily in friendster  ill send you a unedited photo of mine,maybe next time."
1,@andrewmoore24 Let me think it through.. We need something that sell.. Good rescue story must worth some clicks... 
1,"@AndrewMoriarty LOL well, I'm pro life, yet I'm a Christian, and there is room for the both of them in my life "
0,@andrewmzs no hot tub though  
0,@andrewoc starting to think I wasted $8 on the domain if he isn't going to follow through with us doing it 
0,@andrewoid I'm with you.... each client so far all suck bigtime in their own way 
0,@AndrewOrtolano Yikes! I sympathize! Sending you LOTS of patience. Hope it helps. 
1,@andrewpglover robby  and i would like to see you tonight ill bring the chips and salsa 
0,"@andrewphelps yes, love, I realize that. I just can't see her from here   (super jealous you are there)"
0,"@andrewpierre me?    .  . get it?! HUH, HUH, HUH?! jk. sorry. don't be fuck "
0,"@AndrewPour Don't know about that, i'm not a club person...And i'm pretty fried, beach got to me. "
0,"@AndrewPPrice me too  , we'll get there for the next one ;)"
0,@andrewpycroft @andrewpycroft  maths revision and far away and sunday service! &amp; it'll be cold and gross by the time i get there 
0,@andrewpycroft ohhh. I should write my dads card...&amp; burn that bloody green t-shirt!  I don't wanna wear it again 
0,@andrewpycroft please do!  i hate whoever invented maths.
1,@AndrewRatcliffe  they certainly warmed mine 
1,@andrewratcliffe http://twitpic.com/4ha4n this is my adaption of an anne-marie cahey painting... 
1,"@AndrewRimmer Sure, but I am talking about creating a loyal following.. .NET powered plugin ecosystem. Done. I would move "
0,@andrewroche yea thats true. BNP is evil 
0,"@andrewroycarter oh noooooo.  You should try the Agent18 hard case, it goes around the edges and the back, so stuff can't get under it."
1,@andrewryno haha......i thought the same about an hour ago.....but poured a refreshing ruby sierra mist instead 
1,"@andrewryno lol, I was just teasing you "
0,@andrewsam can you give me the apple server link please to the ipsw? shift+update doesnt work for me 
1,@AndrewSandford a grammar dictionary that shows you how to make sense. Starting with not missing out words 
1,@AndrewSansone THANKS! anything is fine....all that matters is the thought 
0,@andrewsayer I miss that shopping center. Brissy has nothing like it 
0,@andrewsayer looks like no live FTA coverage from what I can see. Audio stream only on SBS online/radio from 0130. 
1,@andrewsayer So what's nudging? Can you nudge me? 
0,@andrewsayer that's sick 
1,@AndrewsBit Andrew dont see me as desperate just see me as a girl who likes a challenge &amp; strives to get what she wants! 
0,@AndrewSheldon kept missing your calls.  so I wanted to twit you and tell you that I'm thinking of ya! I love you!
1,@andrewsnaith @bampi - OMG - just saw your blog - you fly out on my bday 
1,@andrewsnaith happy birthday to you  your last english bday.....do they celebrate differently in canada?
1,"@AndrewSnedeker ... hmmm, we'll see. The only problem is that I don't wanna hafta switch my plan too much.  I'm broke."
0,@andrewspooner Not polite with fools. Must be old age making me less accommodating 
0,@andrewstow What was that for? 
1,@andrewstricko  Congrats on becoming Faber Drives New drummer!!!! 
1,@andrewstwitt - wow. Nice to get some credit for once! 
1,@andrewtandoc you are seriously weird andrew 
1,"@andrewthetechie I love sci-fi and comedy as well... smallville, supernatural,heroes, two and half men.. &amp; i still love friends! Chandler "
0,"@AndrewThomas89 testing destroy twitter right now, dont think i like it as much "
0,"@AndrewThomas89 You lucky.. person... I'm back at school tomorrow, and my friends are too busy to see it today "
0,"@AndrewThorpe hmm... Well, it's up to you, darling. Later it's handed in, more work you have to do to bring it up to scratch. "
0,"@AndrewTindall YES.  Well, no. More whether or not it's weird that, as a 17 year old, I still have character pyjamas?"
1,"@andrewturner very nice. Clean, readable. "
1,"@AndrewWahl whatever you do, don't set the iphone on your lap while doing the updates! "
1,@AndrewWarner How helpful is the one http://bit.ly/p5qH4  ? 
1,"@AndrewWarner Thanks Andrew! Fun! Not as fun as scrabble tho, hint. "
1,@busymommaval You need to make sure you post pictures of your yard when you're done and show off your hard work. lol! 
1,@busytucker know exactly how you feel lol. have one of those days everyday 
0,@butadream  Chocolate is good too! ;)
0,@butadream  Think on the bright side! 
0,@butadream  yaay jonny !! lool wheres chrissy  x
0,"@butadream *YAY* about what!? In fact, Min ... this track would fit for you I reckon, with all the shit going on in the past ... "
1,@butadream Is freeeezing and rainy here...wanna swap? 
1,@butadream nope no way 
0,"@butadream not at all, 4 1/2 hours  You can't consider that as sleep ;) Will go back to bed in minute, HOPEFULLY *LOL*"
0,"@butadream So soon?? Still so far away  Well, for me! Summer will be already over when it's happening. I would like to have a concert now."
0,@butadream Sorry to hear… lots of sad news lately… 
0,"@butadream the problem was/is, they were not only supposed to work at my place but at the whole house "
0,"@butadream Wowzers those are some awesome names! Thanks, Min! Sucks to not be there. "
0,"@butadream yeah, I know  I read about Keane playing in Singapore and you being away  Bummer! But don' you think you can catch them in UK"
1,@butadream You'll be fine I'm sure  Are you feeling any better today? :hug:
0,@Butane123 I hate you... 
0,@butchertime I'm jealous - I want to be there   xx
1,@ButchtasticKyle Just sent. 
1,@ButchtasticKyle YEAH!! smiles and you are welcome 
1,@butchwalker closed sound check?  Booooo we need drinks first!  
